Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index,International Securities Identification Number
JUNIPER,JUNIPER HOTELS LTD,272.8,INR,-0.8900999091734745,120943,0.4516484160768508,60798775335,INR,96.21556801749374,2.8353,INR,,0,Consumer services,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE696F01016
JUSTDIAL,JUSTDIAL LTD.,867.3,INR,1.0780257560748208,176640,0.7805122907266886,73755436584,INR,13.59930882332188,63.7753,INR,63.97629393464119,0,Technology services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE599M01018
JWL,JUPITER WAGONS LTD,347.9,INR,10.97288676236044,32984200,13.321737062557018,147767783331,INR,37.84154194222067,9.1936,INR,37.837148982743365,0.4596380350474,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE209L01016
JYOTHYLAB,JYOTHY LABS LTD,345.5,INR,2.446256486286138,603542,0.8539535439152722,126578845410,INR,34.07835555906257,10.1384,INR,6.2591707542028345,1.01537568900493,Consumer non-durables,Strong buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE668F01031
JYOTICNC,JYOTI CNC AUTOMATION LTD,1118.45,INR,5.7186067394489335,4013336,2.8433677817502243,253360710873,INR,82.52112000590255,13.5535,INR,,0,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE980O01024
KAJARIACER,KAJARIA CERAMICS LTD,885.05,INR,-0.7735859633387623,270676,1.7232091073978508,141043577202,INR,39.82531847205411,22.2233,INR,-17.203596004604922,1.24216588560781,Producer manufacturing,Buy,"Nifty 500, Nifty Consumer Durables, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE217B01036
KALAMANDIR,SAI SILKS (KALAMANDIR) L,142.38,INR,4.853081964798589,390461,0.9303497535220412,21770318013,INR,20.852372583479788,6.828,INR,,0.704473406128919,Retail trade,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE438K01021
KALYANKJIL,KALYAN JEWELLERS IND LTD,471.2,INR,0.8453718566078093,9707389,0.7768725094378984,485187217533,INR,73.12341904747124,6.4439,INR,25.2750884560053,0.255102040816327,Retail trade,Strong buy,"Nifty 500, Nifty Consumer Durables, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty LargeMidCap 250",INE303R01014
KANSAINER,KANSAI NEROLAC PAINTS LTD,244.93,INR,3.215339233038346,802292,2.9514790835792315,198554068753,INR,17.237787583838298,14.2089,INR,-1.1870983893849627,1.01791530944625,Process industries,Neutral,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE531A01024
KARURVYSYA,KARUR VYSYA BANK LTD,209.72,INR,2.94521892794031,2085559,1.0284527926400469,167828881592,INR,8.957837680837523,23.4119,INR,26.687770562770556,1.14421930870083,Finance,Strong buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE036D01028
KAYNES,KAYNES TECHNOLOGY IND LTD,4848.3,INR,4.423959163453888,1187670,1.3745345334918886,310551451815,INR,120.83592951673604,40.123,INR,64.53157933585388,0,Electronic technology,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE918Z01012
KEC,KEC INTL. LTD,839.05,INR,0.9565635904223235,4870240,0.9987675159962575,223368423744,INR,47.95585352331635,17.4963,INR,68.34210500995836,0.476701227505661,Industrial services,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE389H01022
KEI,KEI INDUSTRIES LTD.,2890.3,INR,1.7317236281721966,3012943,2.4203234217353176,275965464860,INR,41.148917995444194,70.24,INR,15.355559205123983,0.259686298950867,Producer manufacturing,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE878B01027
KFINTECH,KFIN TECHNOLOGIES LTD,1100.5,INR,4.779586784728177,1411782,1.0655861625102263,189024954048,INR,59.07139023081052,18.63,INR,40.18058690744921,0.523441055985435,Technology services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE138Y01010
KIMS,KRISHNA INST OF MED SCI L,614.15,INR,3.820471642295668,1240550,1.5761782426289161,245705315234,INR,70.58140737590935,8.7013,INR,3.0263921285387756,0,Health services,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE967H01025
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,1733.65,INR,4.587958494208506,1277643,7.5807909128505395,136646887037.99998,INR,32.00074572729639,54.1753,INR,45.23975485649024,0.348675034867504,Producer manufacturing,,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE732A01036
KIRLOSENG,KIRLOSKAR OIL ENG LTD,746.75,INR,2.985795062749962,579840,0.6423790002866023,108472169590,INR,21.45216891697788,34.81,INR,35.80892336022723,0.802944128471061,Producer manufacturing,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE146L01010
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,1212.6,INR,1.028952301603825,140632,1.3165645297488986,78582990356,INR,41.194315823087976,29.4361,INR,81.25677339901479,0.619322873658134,Producer manufacturing,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE811A01020
KNRCON,KNR CONSTRU LTD.,243.44,INR,1.2856251300187242,1368309,0.8105021864104885,68508747505.00001,INR,5.630532175956443,43.2357,INR,112.81076957153051,0.102627257799672,Industrial services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE634I01029
KOLTEPATIL,KOLTE PATIL DEV. LTD.,337.85,INR,-0.427350427350424,502051,0.4062566556206291,25678090311,INR,181.32782310004296,1.8632,INR,-81.03246429334935,1.18395737753441,Finance,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE094I01018
KOTAKBANK,KOTAK MAHINDRA BANK LTD,2079,INR,2.12954093287156,18850808,4.529689411669268,4144251873855,INR,18.37673093955567,113.1322,INR,28.89238782945931,0.0959508731529457,Finance,Buy,"Nifty 50, Nifty Bank, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty Private Bank, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE237A01028
KPIL,KALPATARU PROJECT INT LTD,973.55,INR,3.6794462193823168,931447,0.7494898914091098,165973847935,INR,30.161597134872885,32.2778,INR,4.196553661008854,0.823129951641115,Industrial services,Strong buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE220B01022
KPITTECH,KPIT TECHNOLOGIES LTD,1323.4,INR,3.2615480649188657,1028101,1.1332296992970587,362692245850,INR,47.6557436082103,27.77,INR,39.89924433249369,0.536659108087679,Technology services,Buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250",INE04I401011
KPRMILL,KPR MILL LTD.,934.45,INR,1.6037838425573554,193888,0.7904626551567528,319339725166,INR,38.755044231638585,24.1117,INR,2.855521855790599,0.535188654000535,Consumer non-durables,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE930H01031
KRBL,KRBL LTD,282.45,INR,3.7656135194709774,641622,1.5446158646061583,64684285040,INR,14.830664216329744,19.045,INR,-26.254486879145635,1.41542816702052,Process industries,,"Nifty MicroCap 250, Nifty Total Market",INE001B01026
KSB,KSB LTD,720.5,INR,-0.4284134881149838,82007,0.2876937908349986,125525783882,INR,50.66557905025772,14.2207,INR,18.58884552520098,0.48526863084922,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE999A01023
KSCL,KAVERI SEED CO. LTD.,1269,INR,1.5850144092218983,478601,1.6406295259906916,65178446439,INR,21.45607085068502,59.1441,INR,14.829088536914007,0.394601846736643,Process industries,Neutral,"Nifty MicroCap 250, Nifty Total Market",INE455I01029
KSL,KALYANI STEELS LTD,810.4,INR,1.2810098106605012,72200,0.9803069637096337,35356794130,INR,14.745027828874708,54.9609,INR,-5.7673678561569925,1.23464411383419,Non-energy minerals,,"Nifty MicroCap 250, Nifty Total Market",INE907A01026
KTKBANK,KARNATAKA BANK LTD,181.46,INR,-1.2731229597388485,1236386,1.0584385577335802,68688820540.99999,INR,5.217366302472685,34.78,INR,-19.695220503347958,3.02613480055021,Finance,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE614B01018
LALPATHLAB,DR. LAL PATH LABS LTD.,2533.85,INR,0.6194778119725964,157672,1.135354387804258,211608295610,INR,50.73788546255506,49.94,INR,26.015644713600793,0.948073238657686,Health services,Buy,"Nifty 500, Nifty Healthcare, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE600L01024
LANDMARK,LANDMARK CARS LTD,401.6,INR,-0.42152243987106086,149009,1.581342977881638,16614557967,INR,66.20726037785617,6.0658,INR,-64.19244391971665,0.373505976095617,Retail trade,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE559R01029
LATENTVIEW,LATENT VIEW ANALYTICS LTD,381.5,INR,2.4848891873740766,303673,0.7955438249490788,78655290079,INR,47.6875,8,INR,12.044817927170874,0,Commercial services,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE0I7C01011
LAURUSLABS,LAURUS LABS LTD,611.2,INR,1.1167176772272314,1704714,0.961545653188837,329429366907,INR,164.5443532103917,3.7145,INR,6.66188083273511,0.130954329677525,Health technology,Neutral,"Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE947Q01028
LEMONTREE,LEMON TREE HOTELS LTD,139.14,INR,1.3770491803278588,3855039,1.2389755591644216,110161872675,INR,61.59362549800797,2.259,INR,42.51466784430004,0,Consumer services,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE970X01018
LICHSGFIN,LIC HOUSING FINANCE LTD,571.7,INR,2.860741273839527,1626838,1.2273124506989364,314360997803,INR,6.1052251628825385,93.6411,INR,5.810587262200156,1.5748031496063,Finance,Buy,"Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE115A01026
LICI,LIFE INSURA CORP OF INDIA,791.35,INR,1.5202052597819145,1421811,1.2627554588794565,5004970490906,INR,11.623107857623356,68.0842,INR,6.790369382793496,1.26374320738026,Finance,Buy,"Nifty 500, Nifty Next 50, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE0J1Y01017
LINDEINDIA,LINDE INDIA LTD,6471.6,INR,2.196604816423219,71519,1.6198433585946665,551895544033,INR,124.91410659275331,51.8084,INR,3.2521135349943964,0.0618118601506664,Process industries,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty MNC, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE473A01011
LLOYDSENGG,LLOYDS ENGG WORK LTD,59.6,INR,1.2916383412644425,5080094,1.1235123992448626,69511045392,INR,64.72632493483927,0.9208,INR,54.57445022662413,0.335345405767941,Industrial services,,"Nifty MicroCap 250, Nifty Total Market",INE093R01011
LLOYDSME,LLOYDS METALS N ENERGY L,1312.15,INR,4.395735539820192,1024910,1.9374575375984835,684832272819,INR,45.890923589155314,28.5928,INR,16.086965347841087,0.0762107990702283,Non-energy minerals,Strong buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE281B01032
LMW,LMW LTD,16206.45,INR,0.6780640231591725,2188,0.7781215548205839,172760128208,INR,143.36992234566,113.0394,INR,-69.94543408260104,0.463778870234672,Producer manufacturing,Sell,"Nifty MicroCap 250, Nifty Total Market",INE269B01029
LODHA,MACROTECH DEVELOPERS LTD,1180.75,INR,-1.0890052356020943,2261969,1.5152313315013208,1176181562039,INR,46.76237623762376,25.25,INR,49.45780850459323,0.190807327001357,Finance,Strong buy,"Nifty 500, Nifty Next 50, Nifty Realty, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE670K01029
LT,LARSEN & TOUBRO LTD.,3415.95,INR,1.9367064054549958,3042073,1.7384455435286368,4699454587407,INR,33.72445453647941,101.29,INR,-3.394313149684922,0.81934832545686,Industrial services,Buy,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE018A01030
LTF,L&T FINANCE LTD,155.09,INR,3.593614321020637,8697338,2.4248168026889467,387328244568,INR,15.1455078125,10.24,INR,12.350921080061005,1.61030595813205,Finance,Buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE498L01015
LTFOODS,LT FOODS LTD,381.3,INR,1.4500465611281064,332710,0.6911900534778467,132407537851,INR,22.30672477842455,17.0935,INR,3.6302569916397207,0.524521374246001,Process industries,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE818H01020
LTIM,LTIMINDTREE LTD,4520.25,INR,2.2414982527170615,748890,1.4176123220531103,1339817888976,INR,29.342745861733203,154.05,INR,-0.6064907413381494,1.43740117866897,Technology services,Buy,"Nifty 500, Nifty Next 50, Nifty IT, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250",INE214T01019
LTTS,L&T TECHNOLOGY SER. LTD.,4670.4,INR,0.3383713061132416,134865,1.2901346526924797,494373478929,INR,38.20368098159509,122.25,INR,1.8071285809460373,1.07084725434764,Commercial services,Neutral,"Nifty 500, Nifty IT, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250",INE010V01017
LUPIN,LUPIN LTD,2114.7,INR,1.390420482332071,999055,1.592125865043336,965903610768,INR,33.72189443469941,62.71,INR,60.01531002806839,0.378125443115754,Health technology,Buy,"Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty LargeMidCap 250",INE326A01037
LUXIND,LUX INDUSTRIES LTD,1435.35,INR,3.2551614991727216,109718,1.4195186072628099,43255108089,INR,24.984595139374825,57.4494,INR,64.23593045128904,0.139043381535039,Consumer non-durables,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE150G01020
LXCHEM,LAXMI ORGANIC INDUS LTD,185.37,INR,2.880452880452879,1098172,1.418383765898457,51304807602,INR,37.93512739179372,4.8865,INR,31.244628276751186,0.323974082073434,Process industries,Neutral,"Nifty MicroCap 250, Nifty Total Market",INE576O01020
M&M,MAHINDRA & MAHINDRA LTD,2801.85,INR,-0.9281850005303914,3824316,1.3434101848704958,3481010596327,INR,25.324023861171366,110.64,INR,10.972918756268804,0.753759868538563,Consumer durables,Strong buy,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE101A01026
M&MFIN,M&M FIN. SERVICES LTD,291.35,INR,1.2862854163045527,1358636,0.8999189590996872,358933178137,INR,14.5675,20,INR,27.23617578950047,2.16234769177965,Finance,Buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE774D01024
MAHABANK,BANK OF MAHARASHTRA,47.98,INR,1.5449735449735384,14352892,1.6528246026906457,369579220328,INR,6.583695816238319,7.2877,INR,37.368996456307016,2.91363163371488,Finance,,"Nifty 500, Nifty PSU Bank, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE457A01014
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,339.35,INR,3.0519283328272127,1343833,1.114389459683651,52636787701,INR,110.31826013458601,3.0761,INR,75.32630379025363,0.780789628756629,Finance,Buy,"Nifty 500, Nifty Realty, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE813A01018
MAHLOG,MAHINDRA LOGISTIC LTD,268.6,INR,1.7308639169791504,479134,1.184248121304276,19410578944,INR,,-5.8227,INR,1.7928824422330927,0.929022668153103,Transportation,Sell,"Nifty MicroCap 250, Nifty Total Market",INE766P01016
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,710.8,INR,-1.3599777962808863,327900,0.9046912337654238,95234567684,INR,12.635703149859651,56.2533,INR,-31.659359202848634,1.40696447414703,Non-energy minerals,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE271B01025
MAITHANALL,MAITHAN ALLOYS LTD,922.05,INR,-0.7854952386076364,51133,1.0213587889029376,26804460845,INR,3.221282790583604,286.2369,INR,173.18859322194044,0.977464023893565,Non-energy minerals,,"Nifty MicroCap 250, Nifty Total Market",INE683C01011
MANAPPURAM,MANAPPURAM FINANCE LTD,234.16,INR,7.659770114942527,146360729,12.324555861377494,198277340988,INR,10.066591863669387,23.2611,INR,-3.5109405786581047,1.70757737459979,Finance,Neutral,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE522D01027
MANINFRA,MAN INFRA LTD,156.54,INR,4.262688157719466,1348993,1.3031549167498009,58676523555,INR,21.92436974789916,7.14,INR,-16.301315265045837,0.921010553245923,Finance,,"Nifty MicroCap 250, Nifty Total Market",INE949H01023
MANKIND,MANKIND PHARMA LTD,2415.05,INR,7.58179833841906,2362286,3.739728666615691,996810357568,INR,47.5060340265989,50.8367,INR,18.04507088040311,0,Health technology,Buy,"Nifty 500, Nifty Pharma, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE634S01028
MANYAVAR,VEDANT FASHIONS LTD,780.6,INR,-2.2049611626158887,247725,1.1134343398477127,189894692551,INR,47.08025234918758,16.5802,INR,-1.1459302186926121,1.08737367276449,Retail trade,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE825V01034
MAPMYINDIA,C.E. INFO SYSTEMS LTD,1611.85,INR,-1.20441311676372,77517,0.8979981928129561,87681621317,INR,64.58379244716016,24.9575,INR,10.094798646615875,0.217229394240318,Commercial services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE0BV301023
MARICO,MARICO LTD,630.8,INR,-0.24511741915079752,1549109,1.0137837401315195,817523795569,INR,50.9469773452328,12.3815,INR,9.24113956997028,0.554631170271769,Consumer non-durables,Buy,"Nifty 500, Nifty FMCG, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE196A01026
MARKSANS,MARKSANS PHARMA LTD,216.84,INR,-0.2392344497607702,1777507,1.2007108450410906,98563117218,INR,26.678806072984077,8.1278,INR,13.440710138454682,0.275862068965517,Health technology,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE750C01026
MARUTI,MARUTI SUZUKI INDIA LTD.,11732.8,INR,0.022165009974242082,560565,1.8754560543441132,3690944481002,INR,25.367629332683546,462.5107,INR,14.830378971208146,1.06477675890473,Consumer durables,Buy,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty India Consumption, Nifty MNC, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE585B01010
MASTEK,MASTEK LTD,2328.95,INR,-0.47647536430067483,181395,0.2530820283228081,71895029532,INR,18.753120219019245,124.19,INR,36.47822656330704,0.817661488143908,Technology services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE759A01021
MAXHEALTH,MAX HEALTHCARE INS LTD,1170.25,INR,3.0285689131487517,5814033,2.617060817015282,1137892316162,INR,113.39631782945736,10.32,INR,-4.923349056603771,0.128150363092695,Health services,Buy,"Nifty 500, Nifty Healthcare, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty India Consumption, Nifty Services Sector, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE027H01010
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,2591.4,INR,-1.5836846302836893,3471761,0.8636672132789417,1044754212646,INR,37.99517326115707,68.2034,INR,71.92906389039439,0.681467181467181,Producer manufacturing,Buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE249Z01020
MCX,MULTI COMMODITY EXCHANGE,5464.1,INR,1.4858565034081832,370131,0.7579979389753202,278596435837,INR,54.2761556815089,100.6722,INR,74142.0353982301,0.139853739348509,Finance,Buy,"Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE745G01035
MEDANTA,GLOBAL HEALTH LTD,1265.15,INR,2.0611487576637773,369169,1.5054493523822108,339346701819,INR,66.95509512846975,18.8955,INR,12.30208729554962,0,Health services,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE474Q01031
MEDPLUS,MEDPLUS HEALTH SERV LTD,730.4,INR,2.591474120373612,91435,0.7098963125143147,87280738482,INR,66.1366558612072,11.0438,INR,125.3974733146927,0,Retail trade,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE804L01022
METROBRAND,METRO BRANDS LTD,1073.85,INR,0.37857543466068,74025,0.6592974974750309,292184315111,INR,71.30478087649402,15.06,INR,26.23637887678123,0.465809577044904,Retail trade,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE317I01021
METROPOLIS,METROPOLIS HEALTHCARE LTD,1596.45,INR,-0.32777673721670725,80315,0.7386027657024934,81867748089,INR,53.98884004058167,29.57,INR,21.78747940691927,0.751667762848821,Health services,Buy,"Nifty 500, Nifty Healthcare, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE112L01020
MFSL,MAX FINANCIAL SERV LTD,1140.05,INR,1.6540347748551005,1121161,1.1258202069263648,393327294053,INR,155.43451585635208,7.3346,INR,-41.37572734829593,0,Finance,Strong buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE180A01020
MGL,MAHANAGAR GAS LTD.,1380,INR,0.7519894867489197,377834,0.8785129216738328,136333074706.00002,INR,13.034484712816298,105.873,INR,-19.1121922671705,2.17359802927112,Utilities,Buy,"Nifty 500, Nifty Oil and Gas, Nifty SmallCap 100, Nifty Energy, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE002S01010
MHRIL,MAHINDRA HOLIDAYS LTD,327,INR,2.7817067421027892,153690,1.2464558448552205,65938337048,INR,48.159766712322714,6.7899,INR,52.0898664994176,0,Consumer services,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE998I01010
MIDHANI,MISHRA DHATU NIGAM LTD,286.58,INR,1.1327945795249954,604249,0.8222189020444131,53729108663,INR,53.165872029386115,5.3903,INR,-9.593613202958592,1.07391910739191,Non-energy minerals,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE099Z01011
MINDACORP,MINDA CORPORATION LTD,533.9,INR,0.6598793363499246,585099,2.31974286532147,127776000005,INR,46.56903364239797,11.4647,INR,-1.4907803612242347,0.261951538965291,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE842C01021
